code	product_name	brands	brands_tags	categories_en	labels_en	product_quantity	ingredients_text	labels	image_url	serving_size	serving_quantity
9300004565.0	Organic Kosher Hamburger Dill Chips	Mt. Olive	mt-olive	Salted-snacks	Kosher	480.0	Organic cucumbers, water, organic vinegar, sea salt, calcium chloride (firming agent), natural flavors, and organic turmeric (for color).	Kosher	https://images.openfoodfacts.org/images/products/000/930/000/4565/front_en.4.400.jpg	1 ONZ (28 g)	28.0
9300128896.0	Kosher Dills	Mt. Olive	mt-olive	Plant-based foods and beverages,Plant-based foods,Canned foods,Pickles	Kosher	1.0	CUCUMBERS, WATER, VINEGAR, SALT, CALCIUM CHLORIDE, 0.1% SODIUM BENZOATE (PRESERVATIVE), NATURAL FLAVORS, POLYSORBATE 80, YELLOW 5.	Kosher	https://images.openfoodfacts.org/images/products/000/930/012/8896/front_en.9.400.jpg	1/4 pickle (28 g)	28.0
9661945101.0	Organic Marinara Sauce	Kirkland	kirkland	Condiments,Sauces,Tomato sauces,Groceries	No gluten	907.0	ORGANIC GROUND TOMATOES (ORGANIC TOMATOES, ORGANIC TOMATO PUREE, SALT), ORGANIC SAUTEED ONIONS (ORGANIC ONIONS, ORGANIC EXTRA VIRGIN OLIVE OIL), ORGANIC BASIL, ORGANIC GARLIC, SEA SALT, ORGANIC SPICE.	No gluten	https://images.openfoodfacts.org/images/products/000/966/194/5101/front_en.10.400.jpg	125g	125.0
9800521975.0	Kinder Chocolate Crispy Mini Friends	Kinder	kinder	Dairies,Snacks,Fats,Spreads,Sweet snacks,Confectioneries,Spreadable fats,Animal fats,Dairy spreads,Milkfat,Butters,Sweet cream butters	Made in Italy	121.9029494375	MILK CHOCOLATE (SUGAR, MILK POWDER, COCOA BUTTER, COCOA MASS, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), SUGAR, SKIM MILK POWDER, PALM OIL, BUTTEROIL, CORN STARCH, COCOA POWDER, LECITHIN AS EMULSIFIER, GLUCOSE SYRUP, AMMONIUM BICARBONATE AS LEAVENING AGENT, VANILLIN: AN ARTIFICIAL FLAVOR.	Made in Italy	https://images.openfoodfacts.org/images/products/000/980/052/1975/front_en.5.400.jpg	25 g	25.0
9800556021.0	Bueno mini	Kinder	kinder	Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies	Made in Poland	269.3204696875	MILK CHOCOLATE (SUGAR, COCOA BUTTER, COCOA MASS, INGREDIENTS: MILK CHOCOLATE (SUGAR, COCOA BUTTER, COCOA MASS, SKIM MILK POWDER, BUTTEROIL LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), SUGAR, PALM OIL, WHEAT FLOUR, HAZELNUTS, SKIM MILK POWDER, MILK POWDER, SEMI-SWEET CHOCOLATE (SUGAR, COCOA MASS, COCOA BUTTER, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), COCOA, LECITHIN AS EMULSIFIER, SODIUM BICARBONATE AND AMMONIUM BICARBONATE AS LEAVENING AGENTS, SALT, VANILLIN: AN ARTIFICIAL FLAVOR. CONTAINS: MILK, TREE NUTS (HAZELNUTS), WHEAT, SOY.	Made in Poland	https://images.openfoodfacts.org/images/products/000/980/055/6021/front_en.19.400.jpg	27 g	27.0
9800800056.0	Nutella & Go! with Breadsticks	Nutella	nutella	Snacks,Breakfasts,Spreads,Sweet snacks,Sweet spreads,Biscuits and cakes,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads	Made in Italy	51.029141625	NUTELLA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), BREADSTICKS (ENRICHED FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SALT, MALT EXTRACT, BAKER'S YEAST).	Made in Italy	https://images.openfoodfacts.org/images/products/000/980/080/0056/front_en.44.400.jpg	1 UNIT (52 g)	52.0
9800820078.0	Nutella B-ready	Nutella,Ferrero	nutella,ferrero	Snacks,Sweet snacks	Made in Italy	714.40798275	HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), WHEAT FLOUR, BAKER'S YEAST, BARLEY MALT EXTRACT, SALT, SKIM MILK, LECITHIN AS EMULSIFIER, WHEAT PROTEINS, WHEY PROTEINS.	Made in Italy	https://images.openfoodfacts.org/images/products/000/980/082/0078/front_en.9.400.jpg	22 g	22.0
9800892204.0	Nutella - 1kg Container	Nutella	nutella	Plant-based foods and beverages,Plant-based foods,Breakfasts,Fats,Spreads,Sweet spreads,Vegetable fats,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads	Fabrique-au-canada	1000.0	Sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor.	Fabriqué au Canada	https://images.openfoodfacts.org/images/products/000/980/089/2204/front_en.21.400.jpg	37 g	37.0
9800895007.0	Nutella	Nutella, Ferrero	nutella,ferrero	Plant-based foods and beverages,Plant-based foods,Breakfasts,Fats,Spreads,Sweet spreads,Vegetable fats,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads	No gluten	368.543800625	sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor,	No gluten	https://images.openfoodfacts.org/images/products/000/980/089/5007/front_en.12.400.jpg	1 serving (37 g)	37.0
9800895250.0	Nutella	Ferrero,Nutella,Kroger	ferrero,nutella,kroger	Plant-based foods and beverages,Plant-based foods,Breakfasts,Fats,Spreads,Sweet spreads,Vegetable fats,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads	Verified	750.0	sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor,	Verified	https://images.openfoodfacts.org/images/products/000/980/089/5250/front_en.21.400.jpg	2 tbsp (37 g)	37.0
98724.0	Sun dried tomatoes	Trader Joe's	trader-joe-s	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Dried products,Dried plant-based foods,Tomatoes and their products,Dried vegetables,Dried tomatoes	Kosher,No artificial flavors,No artificial colors,Parve	240.9709465625	Sun dried roma tomatoes, pure olive oil, garlic, herbs, spice, sulfur dioxide (for color retention).	Kosher, No artificial flavors, No artificial colors, Parve	https://images.openfoodfacts.org/images/products/000/000/009/8724/front_en.6.400.jpg	19 g	19.0
101110.0	Tomato Basil Marinara sauce	Trader Giotto's	trader-giotto-s	Condiments,Sauces,Pasta sauces,Tomato sauces,Marinara-sauce	Low or no fat,Low fat	708.738078125	Organic tomato puree (water, organic tomato paste), organic tomatoes, organic basil, organic soybean oil, salt organic onion organic garlic powder, organic oregano, organic garlic.	en:low-fat	https://images.openfoodfacts.org/images/products/000/000/010/1110/front_en.4.400.jpg	0.5 cup (125 g)	125.0
10300345626.0	Sliced Almonds	Diamond,  Diamond of California	diamond,diamond-of-california	Snacks	No GMOs,Non GMO project	113.3980925	Natural almonds, sliced.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/001/030/034/5626/front_en.5.400.jpg	0.25 cup (30 g)	30.0
10300543251.0	Emerald Natural Almonds and Walnuts	Emerald	emerald	Snacks	No gluten,No GMOs,Non GMO project	111.0	Almonds, Walnuts, Vegetable and Nut Oil Blend(Almond, Brazil Nut, Canola, Cashew, Peanut, Pecan, Safflower, Sunflower, and/or Walnut Oils).	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/001/030/054/3251/front_en.7.400.jpg	1 PACKAGE (15.8 g)	15.8
10300808954.0	Cashews	Emerald,  Diamond Foods  Inc.	emerald,diamond-foods-inc	Snacks	No GMOs,Non GMO project	141.747615625	Cashews, vegetable oil (contains one or more of the following: canola oil, safflower oil, sunflower oil), seasoning (salt, rice flour, maltodextrin, black pepper, yeast extract, spice, onion powder, garlic powder, citric acid, black pepper oil).	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/001/030/080/8954/front_en.4.400.jpg	3 Tbsp (28 g)	28.0
10300809012.0	Cashews & Almonds With Dried Cranberries	Emerald	emerald	Plant-based foods and beverages,Plant-based foods,Snacks,Nuts and their products,Nuts,Mixed nuts	No gluten,No GMOs,New,Non GMO project	0.0	Cashews, dried cranberries (cranberries, sugar, glycerin, sunflower oil), almonds, vegetable oil (contains one or more of the following: canola oil, safflower oil, sunflower oil), salt, rosemary extract.	No gluten,No GMOs,New,Non GMO project	https://images.openfoodfacts.org/images/products/001/030/080/9012/front_en.15.400.jpg	1 PACKAGE (20 g)	20.0
10300933649.0	Whole cashews	Emerald	emerald	Snacks	No gluten,No GMOs,Non GMO project	141.747615625	Cashews, vegetable oil (safflower, sunflower, and/or canola oil), salt, rosemary extract (to preserve freshness).	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/001/030/093/3649/front_en.4.400.jpg	1 ONZ (28 g)	28.0
10700024404.0	The original malted milk balls	The Hershey Company,Leaf  Inc.	the-hershey-company,leaf-inc	Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons	Low or no fat,Low fat,Kosher,Reduced fat,25% less fat,Orthodox Union Kosher,Verified	141.747615625	Sugar; corn syrup solids; whey (milk); hydrogenated palm kernel oil; palm kernel oil; corn syrup; cocoa; malted milk [barley malt; wheat flour; milk; salt; baking soda]; sorbitan tristearate; lecithin (soy); confectioner's glaze; salt; artificial flavor; tapioca dextrin; calcium carbonate.	Low or no fat, Low fat, Kosher, Reduced fat, 25% less fat, Orthodox Union Kosher, Verified	https://images.openfoodfacts.org/images/products/001/070/002/4404/front_en.30.400.jpg	13 PIECES (30 g)	30.0
10700807229.0	Peanut Caramel Bar	Payday,Hershey	payday,hershey	Snacks,Sweet snacks,Confectioneries,Bars	No gluten,Kosher,Orthodox Union Kosher	52.44661778125	Peanuts, Sugar, Corn syrup, Skim milk, Vegetable oil (palm oil, sunflower oil), Salt, Carrageenan, Mono - and diglycerides.	No gluten,Orthodox Union Kosher	https://images.openfoodfacts.org/images/products/001/070/080/7229/front_en.27.400.jpg	1 bar (52 g)	52.0
10852997489.0	Cream on Top strawberry Organic Yogurt	Clover Organic Farms	clover-organic-farms	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts	Organic,USDA Organic	170.09713875	Organic Grade A Pasteurized _Milk_, Organic Pasteurized _Cream_, Organic Nonfat Pasteurized _Milk_, Organic Strawberries (Organic Cane Sugar, Organic Strawberries, Pectin, Organic Locust Bean Gum, Natural Flavor, Organic Fruit & Vegetable Juice (color), Citric Acid), Organic Cane Sugar, Pectin, Organic Corn Starch, Live Active Cultures.	Organic, USDA Organic	https://images.openfoodfacts.org/images/products/001/085/299/7489/front_en.7.400.jpg	6 oz (170 g)	170.0
10978890039.0	Spaghetti N°3	Rummo, Rummo Gluten Free	rummo,rummo-gluten-free	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas	No gluten,No GMOs,Non GMO project	340.1942775	Brown rice, yellow corn, white corn, rice, potato starch, mono-and diglycerides of vegetable origin	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/001/097/889/0039/front_en.10.400.jpg	2 ONZ (56 g)	56.0
10978890480.0	Fusilli N°48	Rummo, Rummo Gluten Free	rummo,rummo-gluten-free	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas	No gluten,No GMOs,Non GMO project	340.1942775	Brown rice, yellow corn, white corn, rice, potato starch, mono-and diglycerides of vegetable origin	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/001/097/889/0480/front_en.4.400.jpg	2 ONZ (56 g)	56.0
11065151205.0	Jumbo Chicken Wings Value Pack, Sam's (tray)	Member's Mark,Tyson, Jumbo	member-s-mark,tyson,jumbo	Meats and their products,Meats,Chicken and its products,Poultries,Chickens,Chicken wings	Cage-free,No-added-hormones,No-added-steroids,No-artificial-ingredients	0.0	Chicken	Cage Free, No added hormones, No added steroids, No artificial ingredients	https://images.openfoodfacts.org/images/products/001/106/515/1205/front_en.9.400.jpg	4 oz. (112 g)	112.0
11110001986.0	Light Rye	Kroger,Private Selection	kroger,private-selection	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads	No Trans Fat,Less-than-1-g-sugar,No-high-fructose-corn-syrup	680.388555	ENRICHED FLOUR (_WHEAT_ FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RYE FLOUR, YEAST, VITAL WHEAT GLUTEN, CARAWAY SEEDS. CONTAINS 2% OR LESS OF: SALT, MOLASSES, _SOYBEAN_ OIL, MALTED BARLEY FLOUR, DEXTROSE, CORNMEAL, _SOY_ FLOUR, SODIUM STEAROYL LACTYLATE, CALCIUM PROPIONATE, FUMARIC ACID, LACTIC ACID, ACETIC ACID, CALCIUM SULFATE, AMMONIUM SULFATE, ASCORBIC ACID, ENZYMES.	No Trans Fat, Less than 1 g sugar, No high fructose corn syrup	https://images.openfoodfacts.org/images/products/001/111/000/1986/front_en.5.400.jpg	45 g	45.0
11110005526.0	Cola Oh!	Big K	big-k	Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink,Zero-calorie-sodas	Low or no Sodium,Low Sodium	2028.0	carbonated water, caramel color, phosphoric acid, potassium benzoate (preservative), aspartame, natural flavors, potassium citrate, acesulfame potassium, caffeine.	Low Sodium	https://images.openfoodfacts.org/images/products/001/111/000/5526/front_en.13.400.jpg	12 fl oz (360mL)	360.0
11110010582.0	Original non-dairy coffee creamer	Kroger	kroger	Plant-based foods and beverages,Fermented foods,Dairy substitutes,Milk substitutes,Non-dairy fermented foods,Creamer	No lactose	453.59237	com syrup solids, vegetable oil (hydrogenated coconut and/or palm kernel), sodium caseinate (a milk derivative), less than 2% of: dipotassium phosphate, mono - and diglycerides, silicon dioxide, natural and artificial flavors, annatto and turmeric extract color.	No lactose	https://images.openfoodfacts.org/images/products/001/111/001/0582/front_en.3.400.jpg	2 g	2.0
11110016492.0	Natural Creamy Peanut Butter	Kroger	kroger	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fats,Spreads,Nuts and their products,Plant-based spreads,Vegetable fats,Oilseed purees,Legume butters,Nut butters,Peanut butters	No gluten,No preservatives,No added sugar,No-added-oils,No-added-stabilizers	425.0	Roasted peanuts, salt.	No gluten, No preservatives, No added sugar, No added oils, No added stabilizers	https://images.openfoodfacts.org/images/products/001/111/001/6492/front_en.13.400.jpg	2 Tbsp (32 g)	32.0
11110016508.0	Kroger, crunchy peanut butter	Kroger	kroger	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fats,Spreads,Nuts and their products,Plant-based spreads,Vegetable fats,Oilseed purees,Legume butters,Nut butters,Peanut butters,Crunchy peanut butters	No gluten,Kosher,No added sugar,Organized Kashrut Kosher	420.0	roasted peanuts, salt.	Kosher, No added sugar, Organized Kashrut Kosher, en:no-gluten	https://images.openfoodfacts.org/images/products/001/111/001/6508/front_en.21.400.jpg	2 Tbsp (32 g)	32.0
11110032416.0	Dried mangos	Simple Truth Organic	simple-truth-organic	Snacks	No preservatives	113.3980925	Organic dried mangoes.	No preservatives	https://images.openfoodfacts.org/images/products/001/111/003/2416/front_en.4.400.jpg	1/2 cup (40 g)	40.0
11110037770.0	Whole wheat breadcrumbs	Simple Truth	simple-truth	Cooking helpers	Organic,No preservatives,USDA Organic	226.796185	Organic whole wheat flour, organic cane sugar, sea salt, yeast.	Organic, No preservatives, USDA Organic	https://images.openfoodfacts.org/images/products/001/111/003/7770/front_en.4.400.jpg	1/2 cup (45 g)	45.0
11110037787.0	Panko bread crumbs	Simple Truth Organic	simple-truth-organic	Cooking helpers	Organic,No preservatives,USDA Organic	226.796185	Organic wheat flour, organic cane sugar, yeast, sea salt, organic sunflower oil.	Organic, No preservatives, USDA Organic	https://images.openfoodfacts.org/images/products/001/111/003/7787/front_en.4.400.jpg	1/2 cup (45 g)	45.0
11110037817.0	Organic gluten free yellow cake baking mix	Simple Truth Organic	simple-truth-organic	Snacks,Sweet snacks,Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Baking Mixes,Cake mixes	No gluten,Organic,No preservatives,USDA Organic	453.59237	organic sugar, organic corn starch, organic potato starch, organic corn syrup powder, organic psyllium seeds fiber, organic guar gum (thickener), baking soda (raising agent), calcium phosphates (raising agent),	No gluten, Organic, No preservatives, USDA Organic	https://images.openfoodfacts.org/images/products/001/111/003/7817/front_en.5.400.jpg	1/4 cup (42 g)	42.0
11110037961.0	Low fat yogurt tubes	Kroger	kroger	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts	Kosher,No artificial flavors	453.59237	Cherry: cultured lowfat milk, sugar, corn starch-modified, contains 2% or less of water, carrageenan, pectin, vegetable juice (color), natural flavor, cherry juice concentrate, citric acid, vitamin a palmitate, vitamin d3, potassium sorbate and sodium benzoate (preservatives), live and active cultures. strawberry banana: cultured lowfat milk, sugar, corn starch-modified, contains 2% or less of water, carrageenan, pectin, beet juice (color), natural flavor, citric acid, turmeric (color), vitamin a palmitate, vitamin d3, potassium sorbate and sodium benzoate (preservatives), live and active cultures.	Kosher, No artificial flavors	https://images.openfoodfacts.org/images/products/001/111/003/7961/front_en.10.400.jpg	3 TUBES (170 g)	170.0
11110038173.0	Organic blueberry strawberry lowfat yogurt tubes	Simple Truth Organic	simple-truth-organic	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts	Kosher	453.59237	Blueberry: cultured organic reduced fat milk, organic sugar, organic corn starch, contains 2% or less of: water, organic invert sugar, natural flavors, organic fruit and vegetable juice (color), pectin, live and active cultures, strawberry: cultured organic reduced fat milk, organic sugar, organic corn starch, contains 2% or less of: organic invert sugar, water, citric acid, natural flavors, organic fruit and vegetable juice (color), pectin, xanthan gum, live and active cultures.	Kosher	https://images.openfoodfacts.org/images/products/001/111/003/8173/front_en.7.400.jpg	3 TUBES (170 g)	170.0
11110038180.0	Organic 4 strawberry banana	Simple Truth Organic	simple-truth-organic	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts	Organic,Kosher,USDA Organic	453.59237	Vanilla: cultured organic reduced fat milk, organic sugar, organic corn starch, contains 2% or less of: organic invert sugar, natural flavor, pectin, live and active cultures. strawberry banana: cultured organic reduced fat milk, organic sugar, organic corn starch, contains 2% or less of: water, organic evaporated sugar cane syrup, organic vegetable juice (color), natural flavor, pectin, organic lemon juice concentrate, organic annatto (color), live and active cultures.	Organic, Kosher, USDA Organic	https://images.openfoodfacts.org/images/products/001/111/003/8180/front_en.4.400.jpg	3 TUBES (170 g)	170.0
